Calculated Dose,Regular,APL,Regenboogen
16.0,"10.0","1.0,1.0,1.0,1.0,1.0,1.0",""
16.0,"10.0","1.0,1.0,1.0,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.5,"10.0","2.5,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
15.0,"10.0","1.0,1.0,1.0,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.5,"10.0","2.5,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
14.0,"10.0","1.0,1.0,1.0,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.5,"10.0","2.5,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
13.0,"10.0","1.0,1.0,1.0",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.5,"10.0","2.5",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
12.0,"10.0","1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.5,"","2.5,2.5,2.5,1.0,1.0,1.0,1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
11.0,"10.0","1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.5,"","2.5,2.5,2.5,1.0,1.0,1.0",""
10.0,"10.0","",""
10.0,"10.0","",""
10.0,"10.0","",""
10.0,"10.0","",""
10.0,"10.0","",""
10.0,"10.0","",""
10.0,"10.0","",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.5,"","2.5,2.5,2.5,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
9.0,"","2.5,2.5,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.5,"","2.5,1.0,1.0,1.0,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
8.0,"","2.5,2.5,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.5,"","2.5,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
7.0,"","1.0,1.0,1.0,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.5,"","2.5,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
6.0,"","1.0,1.0,1.0,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.5,"","2.5,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
5.0,"","1.0,1.0,1.0,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.5,"","2.5,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
4.0,"","1.0,1.0,1.0,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.5,"","2.5,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
3.0,"","1.0,1.0,1.0",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
2.5,"","2.5",""
