Calculated Dose,Regular,APL,Regenboogen
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
135,"","90.0,5.0,5.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
125,"","90.0,5.0,30.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
115,"","90.0,5.0,5.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
105,"","90.0,5.0,5.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
95,"","90.0,5.0",""
90,"","90.0",""
90,"","90.0",""
90,"","90.0",""
90,"","90.0",""
90,"","90.0",""
90,"","90.0",""
90,"","90.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
85,"","5.0,5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
80,"","5.0,5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
75,"","5.0,5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
70,"","5.0,5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
65,"","5.0,30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
60,"","30.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
55,"","5.0,5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
50,"","5.0,5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
45,"","5.0,5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
40,"","5.0,5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
35,"","5.0,30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
30,"","30.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
25,"","5.0,5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
